t,sym,px,qty,b1sz,b1px,a1px,a1sz
2020-04-06D09:47:14.711432000,2330,0,0,643,2700000,2705000,210
2020-04-06D09:47:14.768639000,2330,0,0,643,2700000,2705000,211
2020-04-06D09:47:15.059601000,2330,0,0,643,2700000,2705000,213
2020-04-06D09:47:15.190087000,2330,0,0,643,2700000,2705000,213
2020-04-06D09:47:15.255110000,2330,0,0,643,2700000,2705000,217
2020-04-06D09:47:15.348228000,2330,2700000,5,638,2700000,2705000,217
2020-04-06D09:47:15.678508000,2330,0,0,638,2700000,2705000,221
2020-04-06D09:47:15.903269000,2330,2705000,1,638,2700000,2705000,220
2020-04-06D09:47:16.336793000,2330,0,0,638,2700000,2705000,220
2020-04-06D09:47:16.389181000,2330,0,0,638,2700000,2705000,220
2020-04-06D09:47:16.533264000,2330,0,0,638,2700000,2705000,220
2020-04-06D09:47:16.596990000,2330,0,0,638,2700000,2705000,227
2020-04-06D09:47:16.671291000,2330,0,0,638,2700000,2705000,228
2020-04-06D09:47:16.671654000,2330,0,0,638,2700000,2705000,229
2020-04-06D09:47:17.176110000,2330,0,0,637,2700000,2705000,229
2020-04-06D09:47:17.271582000,2330,2705000,1,637,2700000,2705000,228
2020-04-06D09:47:17.757171000,2330,0,0,637,2700000,2705000,232
2020-04-06D09:47:17.976611000,2330,0,0,637,2700000,2705000,232
2020-04-06D09:47:18.195027000,2330,0,0,638,2700000,2705000,232
2020-04-06D09:47:18.273845000,2330,0,0,638,2700000,2705000,233
2020-04-06D09:47:18.601622000,2330,2705000,15,638,2700000,2705000,218
2020-04-06D09:47:18.653950000,2330,0,0,638,2700000,2705000,226
2020-04-06D09:47:18.654177000,2330,0,0,638,2700000,2705000,229
2020-04-06D09:47:18.654857000,2330,0,0,638,2700000,2705000,229
2020-04-06D09:47:18.659963000,2330,2700000,2,636,2700000,2705000,229
2020-04-06D09:47:18.667971000,2330,0,0,636,2700000,2705000,230
2020-04-06D09:47:18.680997000,2330,0,0,637,2700000,2705000,230
2020-04-06D09:47:19.340091000,2330,0,0,636,2700000,2705000,230
2020-04-06D09:47:19.369441000,2330,2705000,1,636,2700000,2705000,229
2020-04-06D09:47:19.681780000,2330,0,0,638,2700000,2705000,229
2020-04-06D09:47:20.157841000,2330,0,0,638,2700000,2705000,229
2020-04-06D09:47:20.231493000,2330,0,0,638,2700000,2705000,244
2020-04-06D09:47:20.317671000,2330,0,0,639,2700000,2705000,244
2020-04-06D09:47:20.573635000,2330,0,0,640,2700000,2705000,244
2020-04-06D09:47:20.581905000,2330,0,0,641,2700000,2705000,244
2020-04-06D09:47:21.220795000,2330,2700000,2,639,2700000,2705000,244
2020-04-06D09:47:21.322272000,2330,2705000,1,639,2700000,2705000,243
2020-04-06D09:47:21.335684000,2330,0,0,640,2700000,2705000,243
2020-04-06D09:47:21.389890000,2330,2700000,1,639,2700000,2705000,243
2020-04-06D09:47:21.808276000,2330,0,0,639,2700000,2705000,243
2020-04-06D09:47:22.026431000,2330,0,0,639,2700000,2705000,243
2020-04-06D09:47:22.211943000,2330,0,0,639,2700000,2705000,243
2020-04-06D09:47:22.272547000,2330,0,0,639,2700000,2705000,249
2020-04-06D09:47:22.351781000,2330,0,0,639,2700000,2705000,249
2020-04-06D09:47:22.365866000,2330,0,0,639,2700000,2705000,249
2020-04-06D09:47:22.409047000,2330,0,0,639,2700000,2705000,249
2020-04-06D09:47:22.470367000,2330,0,0,638,2700000,2705000,249
2020-04-06D09:47:23.194465000,2330,0,0,638,2700000,2705000,248
2020-04-06D09:47:23.265716000,2330,0,0,638,2700000,2705000,248
2020-04-06D09:47:23.318822000,2330,0,0,638,2700000,2705000,249
2020-04-06D09:47:23.706415000,2330,2705000,1,638,2700000,2705000,248
2020-04-06D09:47:23.886666000,2330,0,0,638,2700000,2705000,252
2020-04-06D09:47:23.963822000,2330,0,0,640,2700000,2705000,252
2020-04-06D09:47:23.964260000,2330,2700000,1,639,2700000,2705000,252
2020-04-06D09:47:24.162830000,2330,0,0,640,2700000,2705000,252
2020-04-06D09:47:24.246810000,2330,0,0,640,2700000,2705000,252
2020-04-06D09:47:24.337254000,2330,0,0,640,2700000,2705000,259
2020-04-06D09:47:24.470714000,2330,0,0,640,2700000,2705000,259
2020-04-06D09:47:24.538485000,2330,0,0,640,2700000,2705000,259
2020-04-06D09:47:25.198539000,2330,0,0,640,2700000,2705000,259
2020-04-06D09:47:25.234550000,2330,0,0,641,2700000,2705000,259
2020-04-06D09:47:26.251618000,2330,2700000,1,640,2700000,2705000,259
2020-04-06D09:47:27.740955000,2330,0,0,639,2700000,2705000,259
2020-04-06D09:47:27.774939000,2330,2700000,1,638,2700000,2705000,259
2020-04-06D09:47:27.847013000,2330,0,0,638,2700000,2705000,260
2020-04-06D09:47:28.000777000,2330,0,0,637,2700000,2705000,260
2020-04-06D09:47:28.334892000,2330,0,0,637,2700000,2705000,260
2020-04-06D09:47:28.335235000,2330,0,0,637,2700000,2705000,260
2020-04-06D09:47:28.335402000,2330,0,0,637,2700000,2705000,260
2020-04-06D09:47:28.337179000,2330,0,0,637,2700000,2705000,263
2020-04-06D09:47:28.810317000,2330,0,0,638,2700000,2705000,263
2020-04-06D09:47:28.916362000,2330,0,0,639,2700000,2705000,263
2020-04-06D09:47:28.929367000,2330,0,0,639,2700000,2705000,263
2020-04-06D09:47:29.712719000,2330,0,0,639,2700000,2705000,263
2020-04-06D09:47:29.954526000,2330,0,0,639,2700000,2705000,263
2020-04-06D09:47:29.961012000,2330,0,0,639,2700000,2705000,263
2020-04-06D09:47:30.334515000,2330,0,0,639,2700000,2705000,266
2020-04-06D09:47:30.377299000,2330,2705000,1,639,2700000,2705000,265
2020-04-06D09:47:30.380852000,2330,0,0,638,2700000,2705000,265
2020-04-06D09:47:30.682628000,2330,0,0,638,2700000,2705000,266
2020-04-06D09:47:31.063914000,2330,0,0,642,2700000,2705000,266
2020-04-06D09:47:31.136764000,2330,0,0,643,2700000,2705000,266
2020-04-06D09:47:31.583250000,2330,0,0,643,2700000,2705000,266
2020-04-06D09:47:31.600994000,2330,0,0,643,2700000,2705000,266
2020-04-06D09:47:33.333206000,2330,0,0,643,2700000,2705000,266
2020-04-06D09:47:33.833071000,2330,0,0,645,2700000,2705000,266
2020-04-06D09:47:34.510368000,2330,0,0,645,2700000,2705000,266
2020-04-06D09:47:34.539136000,2330,0,0,646,2700000,2705000,266
2020-04-06D09:47:34.772443000,2330,0,0,641,2700000,2705000,266
2020-04-06D09:47:35.234097000,2330,0,0,642,2700000,2705000,266
2020-04-06D09:47:35.301203000,2330,0,0,642,2700000,2705000,266
2020-04-06D09:47:35.306776000,2330,0,0,643,2700000,2705000,266
2020-04-06D09:47:35.749731000,2330,2700000,1,642,2700000,2705000,266
2020-04-06D09:47:35.878951000,2330,2705000,1,642,2700000,2705000,265
2020-04-06D09:47:35.882479000,2330,0,0,642,2700000,2705000,265
2020-04-06D09:47:35.901839000,2330,0,0,642,2700000,2705000,265
2020-04-06D09:47:35.956848000,2330,0,0,642,2700000,2705000,318
2020-04-06D09:47:36.036098000,2330,0,0,642,2700000,2705000,319
2020-04-06D09:47:36.647195000,2330,0,0,642,2700000,2705000,323
2020-04-06D09:47:37.343470000,2330,2700000,1,641,2700000,2705000,323
2020-04-06D09:47:37.408214000,2330,0,0,641,2700000,2705000,323
2020-04-06D09:47:37.423408000,2330,2700000,1,640,2700000,2705000,323
2020-04-06D09:47:37.657880000,2330,0,0,641,2700000,2705000,323
2020-04-06D09:47:37.689910000,2330,0,0,641,2700000,2705000,323
2020-04-06D09:47:38.081414000,2330,0,0,641,2700000,2705000,323
2020-04-06D09:47:38.094475000,2330,0,0,641,2700000,2705000,323
2020-04-06D09:47:38.106566000,2330,0,0,641,2700000,2705000,323
2020-04-06D09:47:38.614672000,2330,0,0,641,2700000,2705000,324
2020-04-06D09:47:38.789932000,2330,0,0,641,2700000,2705000,324
2020-04-06D09:47:38.947340000,2330,0,0,640,2700000,2705000,324
2020-04-06D09:47:39.669987000,2330,0,0,641,2700000,2705000,324
2020-04-06D09:47:39.825747000,2330,0,0,641,2700000,2705000,324
2020-04-06D09:47:40.397203000,2330,0,0,642,2700000,2705000,324
2020-04-06D09:47:40.576204000,2330,2705000,1,642,2700000,2705000,323
2020-04-06D09:47:40.697777000,2330,0,0,642,2700000,2705000,323
2020-04-06D09:47:40.701669000,2330,0,0,642,2700000,2705000,323
2020-04-06D09:47:40.901610000,2330,0,0,642,2700000,2705000,327
2020-04-06D09:47:41.013530000,2330,0,0,642,2700000,2705000,328
2020-04-06D09:47:41.019940000,2330,0,0,642,2700000,2705000,328
2020-04-06D09:47:41.217081000,2330,0,0,643,2700000,2705000,328
2020-04-06D09:47:41.390656000,2330,0,0,644,2700000,2705000,328
2020-04-06D09:47:41.663321000,2330,0,0,645,2700000,2705000,328
2020-04-06D09:47:41.864612000,2330,0,0,645,2700000,2705000,328
2020-04-06D09:47:41.940531000,2330,0,0,646,2700000,2705000,328
2020-04-06D09:47:42.558923000,2330,0,0,652,2700000,2705000,328
2020-04-06D09:47:42.769710000,2330,0,0,652,2700000,2705000,328
2020-04-06D09:47:43.467883000,2330,0,0,653,2700000,2705000,328
2020-04-06D09:47:43.509717000,2330,2700000,1,652,2700000,2705000,328
2020-04-06D09:47:44.364193000,2330,0,0,652,2700000,2705000,328
2020-04-06D09:47:44.540976000,2330,0,0,650,2700000,2705000,328
2020-04-06D09:47:44.792902000,2330,0,0,650,2700000,2705000,328
2020-04-06D09:47:45.795645000,2330,0,0,650,2700000,2705000,328
2020-04-06D09:47:45.797039000,2330,0,0,650,2700000,2705000,328
2020-04-06D09:47:45.914624000,2330,0,0,651,2700000,2705000,328
2020-04-06D09:47:45.951835000,2330,0,0,651,2700000,2705000,328
2020-04-06D09:47:46.342466000,2330,0,0,651,2700000,2705000,328
2020-04-06D09:47:46.358145000,2330,0,0,651,2700000,2705000,328
2020-04-06D09:47:46.397776000,2330,0,0,650,2700000,2705000,328
2020-04-06D09:47:46.470202000,2330,0,0,650,2700000,2705000,329
2020-04-06D09:47:46.848161000,2330,0,0,651,2700000,2705000,329
2020-04-06D09:47:47.511971000,2330,0,0,650,2700000,2705000,329
2020-04-06D09:47:48.253656000,2330,2705000,1,650,2700000,2705000,328
2020-04-06D09:47:48.540723000,2330,0,0,650,2700000,2705000,330
2020-04-06D09:47:48.892252000,2330,0,0,650,2700000,2705000,330
2020-04-06D09:47:49.030773000,2330,0,0,650,2700000,2705000,330
2020-04-06D09:47:49.355471000,2330,2700000,1,649,2700000,2705000,330
2020-04-06D09:47:50.333362000,2330,0,0,649,2700000,2705000,330
2020-04-06D09:47:50.367046000,2330,0,0,650,2700000,2705000,330
2020-04-06D09:47:50.427587000,2330,0,0,651,2700000,2705000,330
2020-04-06D09:47:50.855901000,2330,2700000,1,650,2700000,2705000,330
2020-04-06D09:47:50.973661000,2330,0,0,651,2700000,2705000,330
2020-04-06D09:47:51.827746000,2330,0,0,651,2700000,2705000,331
2020-04-06D09:47:52.211771000,2330,0,0,650,2700000,2705000,331
2020-04-06D09:47:52.254561000,2330,0,0,650,2700000,2705000,331
2020-04-06D09:47:52.334782000,2330,0,0,650,2700000,2705000,331
2020-04-06D09:47:52.430908000,2330,0,0,650,2700000,2705000,332
2020-04-06D09:47:53.691512000,2330,2705000,1,650,2700000,2705000,331
2020-04-06D09:47:53.850929000,2330,0,0,650,2700000,2705000,331
2020-04-06D09:47:53.867985000,2330,2700000,1,649,2700000,2705000,331
2020-04-06D09:47:53.873015000,2330,2700000,1,648,2700000,2705000,331
2020-04-06D09:47:53.977028000,2330,2700000,1,647,2700000,2705000,331
2020-04-06D09:47:54.046916000,2330,2700000,1,646,2700000,2705000,331
2020-04-06D09:47:54.090259000,2330,0,0,646,2700000,2705000,331
2020-04-06D09:47:54.255098000,2330,0,0,646,2700000,2705000,331
2020-04-06D09:47:54.638432000,2330,0,0,646,2700000,2705000,331
2020-04-06D09:47:54.992949000,2330,0,0,647,2700000,2705000,331
2020-04-06D09:47:55.462987000,2330,0,0,648,2700000,2705000,331
2020-04-06D09:47:55.651702000,2330,2705000,1,648,2700000,2705000,330
2020-04-06D09:47:56.219037000,2330,2700000,4,644,2700000,2705000,330
2020-04-06D09:47:56.405764000,2330,0,0,644,2700000,2705000,334
2020-04-06D09:47:56.774689000,2330,0,0,644,2700000,2705000,334
2020-04-06D09:47:57.392890000,2330,0,0,644,2700000,2705000,338
2020-04-06D09:47:58.392310000,2330,2700000,1,643,2700000,2705000,338
2020-04-06D09:47:58.537555000,2330,0,0,643,2700000,2705000,338
2020-04-06D09:47:58.661927000,2330,0,0,642,2700000,2705000,338
2020-04-06D09:47:58.735695000,2330,0,0,644,2700000,2705000,338
2020-04-06D09:47:59.923750000,2330,0,0,644,2700000,2705000,338
2020-04-06D09:48:00.140333000,2330,0,0,644,2700000,2705000,338
2020-04-06D09:48:00.406678000,2330,0,0,646,2700000,2705000,338
2020-04-06D09:48:00.515286000,2330,0,0,646,2700000,2705000,338
2020-04-06D09:48:00.639186000,2330,0,0,647,2700000,2705000,338
2020-04-06D09:48:01.128172000,2330,0,0,647,2700000,2705000,339
2020-04-06D09:48:01.223464000,2330,0,0,647,2700000,2705000,339
2020-04-06D09:48:01.580152000,2330,0,0,648,2700000,2705000,339
2020-04-06D09:48:01.925153000,2330,0,0,648,2700000,2705000,339
2020-04-06D09:48:01.932963000,2330,0,0,648,2700000,2705000,339
2020-04-06D09:48:02.039907000,2330,0,0,649,2700000,2705000,339
2020-04-06D09:48:02.118828000,2330,0,0,649,2700000,2705000,340
2020-04-06D09:48:02.275538000,2330,0,0,650,2700000,2705000,340
2020-04-06D09:48:02.424930000,2330,0,0,649,2700000,2705000,340
2020-04-06D09:48:04.077587000,2330,2700000,1,648,2700000,2705000,340
2020-04-06D09:48:04.390766000,2330,0,0,648,2700000,2705000,339
2020-04-06D09:48:05.503494000,2330,0,0,648,2700000,2705000,339
2020-04-06D09:48:05.618402000,2330,0,0,648,2700000,2705000,340
2020-04-06D09:48:06.016903000,2330,2705000,1,648,2700000,2705000,339
2020-04-06D09:48:06.164743000,2330,2700000,1,647,2700000,2705000,339
2020-04-06D09:48:06.235490000,2330,2700000,1,646,2700000,2705000,339
2020-04-06D09:48:06.238660000,2330,0,0,646,2700000,2705000,339
2020-04-06D09:48:06.713799000,2330,0,0,646,2700000,2705000,339
2020-04-06D09:48:06.753684000,2330,0,0,646,2700000,2705000,340
2020-04-06D09:48:06.866705000,2330,0,0,651,2700000,2705000,340
2020-04-06D09:48:07.086863000,2330,0,0,650,2700000,2705000,340
2020-04-06D09:48:07.324286000,2330,0,0,650,2700000,2705000,340
2020-04-06D09:48:07.381109000,2330,0,0,650,2700000,2705000,340
2020-04-06D09:48:07.764865000,2330,0,0,650,2700000,2705000,340
2020-04-06D09:48:07.880927000,2330,0,0,650,2700000,2705000,340
2020-04-06D09:48:07.996058000,2330,0,0,651,2700000,2705000,340
2020-04-06D09:48:08.644335000,2330,0,0,651,2700000,2705000,340
2020-04-06D09:48:09.169181000,2330,0,0,651,2700000,2705000,340
2020-04-06D09:48:09.322479000,2330,0,0,651,2700000,2705000,340
2020-04-06D09:48:09.682760000,2330,2705000,1,651,2700000,2705000,339
2020-04-06D09:48:09.976919000,2330,2705000,1,651,2700000,2705000,338
2020-04-06D09:48:10.133744000,2330,2700000,1,650,2700000,2705000,338
2020-04-06D09:48:10.444556000,2330,0,0,650,2700000,2705000,338
2020-04-06D09:48:10.515347000,2330,0,0,650,2700000,2705000,343
2020-04-06D09:48:10.600104000,2330,2705000,1,650,2700000,2705000,342
2020-04-06D09:48:10.883965000,2330,0,0,651,2700000,2705000,342
2020-04-06D09:48:11.080195000,2330,2700000,1,650,2700000,2705000,342
2020-04-06D09:48:11.814828000,2330,0,0,650,2700000,2705000,343
2020-04-06D09:48:11.855987000,2330,0,0,650,2700000,2705000,343
2020-04-06D09:48:12.535510000,2330,0,0,650,2700000,2705000,343
2020-04-06D09:48:12.655253000,2330,0,0,650,2700000,2705000,344
2020-04-06D09:48:12.860189000,2330,0,0,651,2700000,2705000,344
2020-04-06D09:48:13.462676000,2330,2700000,1,650,2700000,2705000,344
2020-04-06D09:48:13.958369000,2330,0,0,650,2700000,2705000,344
2020-04-06D09:48:15.932255000,2330,2700000,1,649,2700000,2705000,344
2020-04-06D09:48:16.114874000,2330,2705000,1,649,2700000,2705000,343
2020-04-06D09:48:16.439625000,2330,0,0,649,2700000,2705000,343
2020-04-06D09:48:17.032421000,2330,0,0,650,2700000,2705000,343
2020-04-06D09:48:17.045207000,2330,0,0,650,2700000,2705000,343
2020-04-06D09:48:17.118393000,2330,0,0,650,2700000,2705000,343
2020-04-06D09:48:17.702244000,2330,0,0,650,2700000,2705000,343
2020-04-06D09:48:18.039579000,2330,0,0,651,2700000,2705000,343
2020-04-06D09:48:18.058974000,2330,2705000,1,651,2700000,2705000,342
2020-04-06D09:48:18.128051000,2330,2700000,1,650,2700000,2705000,342
2020-04-06D09:48:18.366775000,2330,0,0,651,2700000,2705000,342
2020-04-06D09:48:18.640393000,2330,0,0,651,2700000,2705000,342
2020-04-06D09:48:19.080014000,2330,0,0,652,2700000,2705000,342
2020-04-06D09:48:19.806898000,2330,2705000,2,652,2700000,2705000,340
2020-04-06D09:48:20.960581000,2330,0,0,652,2700000,2705000,342
2020-04-06D09:48:22.328536000,2330,0,0,652,2700000,2705000,339
2020-04-06D09:48:22.690352000,2330,0,0,652,2700000,2705000,340
2020-04-06D09:48:22.866422000,2330,0,0,652,2700000,2705000,340
2020-04-06D09:48:23.131932000,2330,0,0,652,2700000,2705000,340
2020-04-06D09:48:23.390999000,2330,0,0,652,2700000,2705000,340
2020-04-06D09:48:23.683798000,2330,0,0,652,2700000,2705000,340
2020-04-06D09:48:23.763684000,2330,0,0,652,2700000,2705000,340
2020-04-06D09:48:23.860948000,2330,2700000,4,648,2700000,2705000,340
2020-04-06D09:48:24.001666000,2330,2700000,2,646,2700000,2705000,340
2020-04-06D09:48:24.528677000,2330,2700000,1,645,2700000,2705000,340
2020-04-06D09:48:24.569236000,2330,0,0,645,2700000,2705000,340
2020-04-06D09:48:24.600902000,2330,2700000,1,644,2700000,2705000,340
2020-04-06D09:48:25.058708000,2330,0,0,644,2700000,2705000,340
2020-04-06D09:48:25.817670000,2330,0,0,644,2700000,2705000,340
2020-04-06D09:48:26.575046000,2330,2705000,1,644,2700000,2705000,339
2020-04-06D09:48:26.627972000,2330,2705000,199,644,2700000,2705000,140
2020-04-06D09:48:26.644382000,2330,0,0,644,2700000,2705000,140
2020-04-06D09:48:26.692902000,2330,0,0,644,2700000,2705000,140
2020-04-06D09:48:26.695765000,2330,0,0,645,2700000,2705000,140
2020-04-06D09:48:26.696841000,2330,0,0,649,2700000,2705000,140
2020-04-06D09:48:26.706591000,2330,2700000,2,647,2700000,2705000,140
2020-04-06D09:48:26.732809000,2330,0,0,649,2700000,2705000,140
2020-04-06D09:48:26.750238000,2330,2705000,1,649,2700000,2705000,139
2020-04-06D09:48:26.775821000,2330,2705000,2,649,2700000,2705000,137
2020-04-06D09:48:26.784680000,2330,0,0,649,2700000,2705000,139
2020-04-06D09:48:26.817807000,2330,0,0,649,2700000,2705000,139
2020-04-06D09:48:27.022057000,2330,2705000,1,649,2700000,2705000,138
2020-04-06D09:48:27.539696000,2330,0,0,649,2700000,2705000,140
2020-04-06D09:48:27.649164000,2330,0,0,648,2700000,2705000,140
2020-04-06D09:48:28.192061000,2330,2700000,1,647,2700000,2705000,140
2020-04-06D09:48:28.348525000,2330,0,0,647,2700000,2705000,140
2020-04-06D09:48:28.918423000,2330,0,0,647,2700000,2705000,199
2020-04-06D09:48:29.259969000,2330,0,0,647,2700000,2705000,242
2020-04-06D09:48:29.967768000,2330,2705000,1,647,2700000,2705000,241
2020-04-06D09:48:30.604697000,2330,0,0,657,2700000,2705000,241
2020-04-06D09:48:31.673442000,2330,0,0,657,2700000,2705000,241
2020-04-06D09:48:31.861958000,2330,2705000,1,657,2700000,2705000,240
2020-04-06D09:48:32.599303000,2330,0,0,658,2700000,2705000,240
2020-04-06D09:48:32.772262000,2330,0,0,657,2700000,2705000,240
2020-04-06D09:48:33.838518000,2330,0,0,658,2700000,2705000,240
2020-04-06D09:48:33.956261000,2330,0,0,658,2700000,2705000,243
2020-04-06D09:48:34.027723000,2330,0,0,658,2700000,2705000,243
2020-04-06D09:48:34.708095000,2330,2705000,1,658,2700000,2705000,242
2020-04-06D09:48:34.911798000,2330,0,0,658,2700000,2705000,242
2020-04-06D09:48:34.922148000,2330,0,0,658,2700000,2705000,242
2020-04-06D09:48:35.742322000,2330,2705000,1,658,2700000,2705000,241
2020-04-06D09:48:36.079327000,2330,2705000,1,658,2700000,2705000,240
2020-04-06D09:48:36.160517000,2330,0,0,659,2700000,2705000,240
2020-04-06D09:48:36.239865000,2330,0,0,659,2700000,2705000,240
2020-04-06D09:48:36.650793000,2330,0,0,657,2700000,2705000,240
2020-04-06D09:48:36.904872000,2330,0,0,657,2700000,2705000,243
2020-04-06D09:48:38.229443000,2330,0,0,657,2700000,2705000,243
2020-04-06D09:48:38.478793000,2330,2705000,5,657,2700000,2705000,238
2020-04-06D09:48:38.581715000,2330,0,0,658,2700000,2705000,238
2020-04-06D09:48:38.728402000,2330,0,0,658,2700000,2705000,238
2020-04-06D09:48:38.741060000,2330,0,0,658,2700000,2705000,240
2020-04-06D09:48:38.854986000,2330,0,0,658,2700000,2705000,240
2020-04-06D09:48:39.037299000,2330,0,0,658,2700000,2705000,240
2020-04-06D09:48:39.416844000,2330,0,0,658,2700000,2705000,240
2020-04-06D09:48:39.451803000,2330,2705000,1,658,2700000,2705000,239
2020-04-06D09:48:39.846116000,2330,0,0,658,2700000,2705000,239
2020-04-06D09:48:39.890117000,2330,0,0,658,2700000,2705000,239
2020-04-06D09:48:40.481035000,2330,2705000,1,658,2700000,2705000,238
2020-04-06D09:48:40.482733000,2330,2705000,1,658,2700000,2705000,237
2020-04-06D09:48:40.483872000,2330,2705000,1,658,2700000,2705000,236
2020-04-06D09:48:40.484582000,2330,2705000,1,658,2700000,2705000,235
2020-04-06D09:48:40.485356000,2330,2705000,1,658,2700000,2705000,234
2020-04-06D09:48:40.513156000,2330,0,0,657,2700000,2705000,234
2020-04-06D09:48:40.860135000,2330,2705000,1,657,2700000,2705000,233
2020-04-06D09:48:40.861755000,2330,2705000,1,657,2700000,2705000,232
2020-04-06D09:48:40.974365000,2330,2705000,1,657,2700000,2705000,231
2020-04-06D09:48:41.364041000,2330,2705000,1,657,2700000,2705000,230
2020-04-06D09:48:41.364630000,2330,2705000,1,657,2700000,2705000,229
2020-04-06D09:48:41.408693000,2330,2705000,3,657,2700000,2705000,226
2020-04-06D09:48:41.421936000,2330,2705000,1,657,2700000,2705000,225
2020-04-06D09:48:41.469463000,2330,0,0,657,2700000,2705000,226
2020-04-06D09:48:42.387310000,2330,0,0,652,2700000,2705000,226
2020-04-06D09:48:42.768032000,2330,0,0,652,2700000,2705000,227
2020-04-06D09:48:43.508944000,2330,2705000,1,652,2700000,2705000,226
2020-04-06D09:48:44.827525000,2330,0,0,652,2700000,2705000,226
2020-04-06D09:48:45.238546000,2330,0,0,652,2700000,2705000,227
2020-04-06D09:48:45.314844000,2330,0,0,652,2700000,2705000,227
2020-04-06D09:48:45.441565000,2330,2705000,1,652,2700000,2705000,226
2020-04-06D09:48:45.733551000,2330,2705000,1,652,2700000,2705000,225
2020-04-06D09:48:46.506755000,2330,0,0,651,2700000,2705000,225
2020-04-06D09:48:46.673890000,2330,0,0,652,2700000,2705000,225
2020-04-06D09:48:46.695631000,2330,0,0,652,2700000,2705000,225
2020-04-06D09:48:46.946216000,2330,0,0,652,2700000,2705000,225
2020-04-06D09:48:47.402564000,2330,2705000,1,652,2700000,2705000,224
2020-04-06D09:48:48.462043000,2330,2705000,1,652,2700000,2705000,223
2020-04-06D09:48:49.389638000,2330,2705000,10,652,2700000,2705000,213
2020-04-06D09:48:49.475277000,2330,0,0,652,2700000,2705000,214
2020-04-06D09:48:49.542203000,2330,0,0,652,2700000,2705000,214
2020-04-06D09:48:49.769785000,2330,0,0,652,2700000,2705000,214
2020-04-06D09:48:49.777795000,2330,0,0,652,2700000,2705000,214
2020-04-06D09:48:49.814778000,2330,0,0,652,2700000,2705000,213
2020-04-06D09:48:50.219156000,2330,2705000,1,652,2700000,2705000,212
2020-04-06D09:48:51.322112000,2330,0,0,652,2700000,2705000,212
2020-04-06D09:48:51.395518000,2330,0,0,652,2700000,2705000,213
2020-04-06D09:48:51.531604000,2330,0,0,652,2700000,2705000,221
2020-04-06D09:48:51.532567000,2330,2705000,4,652,2700000,2705000,217
2020-04-06D09:48:52.084965000,2330,0,0,652,2700000,2705000,217
2020-04-06D09:48:52.362517000,2330,0,0,652,2700000,2705000,219
2020-04-06D09:48:52.628821000,2330,0,0,652,2700000,2705000,216
2020-04-06D09:48:52.636576000,2330,0,0,652,2700000,2705000,215
2020-04-06D09:48:52.659003000,2330,0,0,653,2700000,2705000,215
2020-04-06D09:48:52.731216000,2330,2705000,1,653,2700000,2705000,214
2020-04-06D09:48:52.962938000,2330,0,0,653,2700000,2705000,214
2020-04-06D09:48:52.968819000,2330,0,0,653,2700000,2705000,214
2020-04-06D09:48:52.996718000,2330,0,0,653,2700000,2705000,214
2020-04-06D09:48:53.568069000,2330,2705000,1,653,2700000,2705000,213
2020-04-06D09:48:53.599989000,2330,2705000,2,653,2700000,2705000,211
2020-04-06D09:48:54.250151000,2330,2705000,1,653,2700000,2705000,210
2020-04-06D09:48:55.040342000,2330,0,0,654,2700000,2705000,210
2020-04-06D09:48:55.539337000,2330,0,0,654,2700000,2705000,210
2020-04-06D09:48:55.712626000,2330,0,0,654,2700000,2705000,210
2020-04-06D09:48:56.390246000,2330,0,0,654,2700000,2705000,210
2020-04-06D09:48:56.488188000,2330,2705000,1,654,2700000,2705000,209
2020-04-06D09:48:56.862027000,2330,0,0,654,2700000,2705000,210
2020-04-06D09:48:56.944239000,2330,0,0,653,2700000,2705000,210
2020-04-06D09:48:57.094399000,2330,0,0,653,2700000,2705000,211
2020-04-06D09:48:57.269432000,2330,0,0,653,2700000,2705000,211
2020-04-06D09:48:57.277805000,2330,0,0,653,2700000,2705000,211
2020-04-06D09:48:57.285072000,2330,0,0,653,2700000,2705000,211
2020-04-06D09:48:57.289970000,2330,0,0,653,2700000,2705000,211
2020-04-06D09:48:57.294827000,2330,0,0,653,2700000,2705000,211
2020-04-06D09:48:57.301882000,2330,0,0,653,2700000,2705000,211
2020-04-06D09:48:57.483043000,2330,0,0,653,2700000,2705000,213
2020-04-06D09:48:57.496915000,2330,0,0,653,2700000,2705000,214
2020-04-06D09:48:58.642518000,2330,0,0,653,2700000,2705000,214
2020-04-06D09:48:58.992124000,2330,0,0,653,2700000,2705000,215
2020-04-06D09:48:58.999778000,2330,0,0,653,2700000,2705000,215
2020-04-06D09:48:59.007217000,2330,0,0,653,2700000,2705000,215
2020-04-06D09:48:59.113142000,2330,2705000,1,653,2700000,2705000,214
2020-04-06D09:48:59.864111000,2330,2705000,1,653,2700000,2705000,213
2020-04-06D09:49:00.348012000,2330,0,0,653,2700000,2705000,213
2020-04-06D09:49:00.894666000,2330,0,0,653,2700000,2705000,213
2020-04-06D09:49:02.692943000,2330,0,0,653,2700000,2705000,213
2020-04-06D09:49:03.131416000,2330,0,0,654,2700000,2705000,213
2020-04-06D09:49:03.614395000,2330,0,0,654,2700000,2705000,213
2020-04-06D09:49:03.814819000,2330,2705000,1,654,2700000,2705000,212
2020-04-06D09:49:03.845310000,2330,2705000,2,654,2700000,2705000,210
