t,sym,px,qty,b1sz,b1px,a1px,a1sz
2020-04-06D11:17:52.554809000,2330,0,0,150,2730000,2735000,539
2020-04-06D11:17:52.811482000,2330,0,0,150,2730000,2735000,539
2020-04-06D11:17:53.098402000,2330,0,0,151,2730000,2735000,539
2020-04-06D11:17:53.580331000,2330,0,0,151,2730000,2735000,539
2020-04-06D11:17:53.990672000,2330,0,0,151,2730000,2735000,541
2020-04-06D11:17:54.337979000,2330,2735000,3,148,2730000,2735000,538
2020-04-06D11:17:55.742065000,2330,0,0,148,2730000,2735000,538
2020-04-06D11:17:56.540960000,2330,0,0,149,2730000,2735000,538
2020-04-06D11:17:56.624956000,2330,0,0,149,2730000,2735000,538
2020-04-06D11:17:56.635076000,2330,2730000,1,148,2730000,2735000,538
2020-04-06D11:17:57.104113000,2330,0,0,149,2730000,2735000,538
2020-04-06D11:17:57.781325000,2330,2735000,1,149,2730000,2735000,537
2020-04-06D11:17:57.902080000,2330,0,0,149,2730000,2735000,537
2020-04-06D11:17:58.133322000,2330,0,0,149,2730000,2735000,538
2020-04-06D11:17:58.963034000,2330,0,0,150,2730000,2735000,538
2020-04-06D11:17:59.137706000,2330,0,0,151,2730000,2735000,538
2020-04-06D11:17:59.205815000,2330,0,0,151,2730000,2735000,538
2020-04-06D11:17:59.315043000,2330,2730000,1,150,2730000,2735000,538
2020-04-06D11:18:00.052630000,2330,0,0,150,2730000,2735000,538
2020-04-06D11:18:00.329541000,2330,0,0,150,2730000,2735000,538
2020-04-06D11:18:01.333872000,2330,2730000,2,148,2730000,2735000,538
2020-04-06D11:18:02.900783000,2330,2730000,2,146,2730000,2735000,538
2020-04-06D11:18:03.386611000,2330,2735000,1,146,2730000,2735000,537
2020-04-06D11:18:03.531313000,2330,0,0,146,2730000,2735000,537
2020-04-06D11:18:05.193977000,2330,0,0,146,2730000,2735000,537
2020-04-06D11:18:05.351698000,2330,0,0,146,2730000,2735000,537
2020-04-06D11:18:05.384995000,2330,0,0,146,2730000,2735000,537
2020-04-06D11:18:05.510659000,2330,0,0,146,2730000,2735000,537
2020-04-06D11:18:07.405596000,2330,0,0,146,2730000,2735000,537
2020-04-06D11:18:07.735142000,2330,0,0,146,2730000,2735000,538
2020-04-06D11:18:09.158785000,2330,0,0,146,2730000,2735000,542
2020-04-06D11:18:09.746214000,2330,2730000,1,145,2730000,2735000,542
2020-04-06D11:18:10.562262000,2330,0,0,145,2730000,2735000,548
2020-04-06D11:18:10.631162000,2330,0,0,145,2730000,2735000,550
2020-04-06D11:18:11.317005000,2330,0,0,145,2730000,2735000,550
2020-04-06D11:18:12.007180000,2330,0,0,146,2730000,2735000,550
2020-04-06D11:18:12.623997000,2330,0,0,150,2730000,2735000,550
2020-04-06D11:18:12.773883000,2330,0,0,150,2730000,2735000,550
2020-04-06D11:18:13.649405000,2330,0,0,150,2730000,2735000,550
2020-04-06D11:18:13.661447000,2330,0,0,152,2730000,2735000,550
2020-04-06D11:18:14.144080000,2330,0,0,152,2730000,2735000,550
2020-04-06D11:18:14.939643000,2330,0,0,152,2730000,2735000,551
2020-04-06D11:18:14.940533000,2330,0,0,152,2730000,2735000,551
2020-04-06D11:18:15.113264000,2330,0,0,152,2730000,2735000,551
2020-04-06D11:18:15.516777000,2330,0,0,154,2730000,2735000,551
2020-04-06D11:18:15.976155000,2330,0,0,154,2730000,2735000,551
2020-04-06D11:18:18.233299000,2330,0,0,154,2730000,2735000,551
2020-04-06D11:18:18.310979000,2330,2735000,2,154,2730000,2735000,549
2020-04-06D11:18:18.396823000,2330,0,0,154,2730000,2735000,549
2020-04-06D11:18:18.464659000,2330,0,0,155,2730000,2735000,549
2020-04-06D11:18:18.540336000,2330,0,0,161,2730000,2735000,549
2020-04-06D11:18:18.772110000,2330,0,0,161,2730000,2735000,548
2020-04-06D11:18:19.091363000,2330,0,0,161,2730000,2735000,548
2020-04-06D11:18:19.516520000,2330,0,0,161,2730000,2735000,548
2020-04-06D11:18:19.912072000,2330,0,0,161,2730000,2735000,548
2020-04-06D11:18:20.377463000,2330,0,0,161,2730000,2735000,548
2020-04-06D11:18:21.204355000,2330,0,0,161,2730000,2735000,548
2020-04-06D11:18:21.274924000,2330,0,0,161,2730000,2735000,548
2020-04-06D11:18:21.348989000,2330,0,0,161,2730000,2735000,554
2020-04-06D11:18:21.899445000,2330,2735000,1,161,2730000,2735000,553
2020-04-06D11:18:22.018009000,2330,0,0,162,2730000,2735000,553
2020-04-06D11:18:22.090733000,2330,2730000,1,161,2730000,2735000,553
2020-04-06D11:18:22.712939000,2330,0,0,161,2730000,2735000,554
2020-04-06D11:18:23.508608000,2330,0,0,161,2730000,2735000,554
2020-04-06D11:18:23.756230000,2330,0,0,162,2730000,2735000,554
2020-04-06D11:18:24.177840000,2330,0,0,162,2730000,2735000,553
2020-04-06D11:18:25.905329000,2330,0,0,162,2730000,2735000,553
2020-04-06D11:18:26.508763000,2330,0,0,162,2730000,2735000,554
2020-04-06D11:18:26.856152000,2330,0,0,162,2730000,2735000,553
2020-04-06D11:18:27.467931000,2330,2735000,1,162,2730000,2735000,552
2020-04-06D11:18:27.534626000,2330,0,0,164,2730000,2735000,552
2020-04-06D11:18:27.566317000,2330,0,0,164,2730000,2735000,552
2020-04-06D11:18:27.577741000,2330,0,0,164,2730000,2735000,552
2020-04-06D11:18:27.944616000,2330,0,0,164,2730000,2735000,552
2020-04-06D11:18:28.405946000,2330,0,0,164,2730000,2735000,552
2020-04-06D11:18:28.622247000,2330,0,0,164,2730000,2735000,552
2020-04-06D11:18:28.732715000,2330,0,0,165,2730000,2735000,552
2020-04-06D11:18:29.708011000,2330,0,0,166,2730000,2735000,552
2020-04-06D11:18:30.526037000,2330,2730000,1,165,2730000,2735000,552
2020-04-06D11:18:30.661852000,2330,0,0,165,2730000,2735000,552
2020-04-06D11:18:31.153551000,2330,0,0,165,2730000,2735000,552
2020-04-06D11:18:31.206511000,2330,0,0,160,2730000,2735000,552
2020-04-06D11:18:32.609666000,2330,0,0,160,2730000,2735000,552
2020-04-06D11:18:32.760941000,2330,0,0,161,2730000,2735000,552
2020-04-06D11:18:33.069108000,2330,0,0,161,2730000,2735000,552
2020-04-06D11:18:34.067647000,2330,2735000,1,161,2730000,2735000,551
2020-04-06D11:18:35.334497000,2330,0,0,161,2730000,2735000,550
2020-04-06D11:18:35.789343000,2330,0,0,161,2730000,2735000,550
2020-04-06D11:18:36.104439000,2330,0,0,161,2730000,2735000,550
2020-04-06D11:18:36.180414000,2330,0,0,161,2730000,2735000,516
2020-04-06D11:18:36.182005000,2330,0,0,161,2730000,2735000,485
2020-04-06D11:18:36.235625000,2330,0,0,161,2730000,2735000,485
2020-04-06D11:18:36.237187000,2330,0,0,161,2730000,2735000,485
2020-04-06D11:18:36.242149000,2330,0,0,161,2730000,2735000,486
2020-04-06D11:18:36.251017000,2330,2730000,2,159,2730000,2735000,486
2020-04-06D11:18:36.253355000,2330,0,0,159,2730000,2735000,490
2020-04-06D11:18:36.312883000,2330,0,0,159,2730000,2735000,477
2020-04-06D11:18:36.315833000,2330,0,0,159,2730000,2735000,448
2020-04-06D11:18:36.389831000,2330,0,0,159,2730000,2735000,448
2020-04-06D11:18:36.392556000,2330,0,0,159,2730000,2735000,448
2020-04-06D11:18:39.297139000,2330,0,0,160,2730000,2735000,448
2020-04-06D11:18:39.859730000,2330,0,0,159,2730000,2735000,448
2020-04-06D11:18:40.549097000,2330,0,0,159,2730000,2735000,448
2020-04-06D11:18:41.833780000,2330,2730000,4,155,2730000,2735000,448
2020-04-06D11:18:42.382215000,2330,0,0,155,2730000,2735000,448
2020-04-06D11:18:43.698339000,2330,0,0,156,2730000,2735000,448
2020-04-06D11:18:44.177890000,2330,0,0,156,2730000,2735000,448
2020-04-06D11:18:44.394939000,2330,0,0,157,2730000,2735000,448
2020-04-06D11:18:44.829484000,2330,0,0,157,2730000,2735000,448
2020-04-06D11:18:46.082055000,2330,0,0,157,2730000,2735000,448
2020-04-06D11:18:46.608218000,2330,0,0,157,2730000,2735000,442
2020-04-06D11:18:46.619108000,2330,2730000,6,151,2730000,2735000,442
2020-04-06D11:18:47.778457000,2330,0,0,150,2730000,2735000,442
2020-04-06D11:18:48.251549000,2330,0,0,150,2730000,2735000,442
2020-04-06D11:18:48.445721000,2330,0,0,151,2730000,2735000,442
2020-04-06D11:18:49.541187000,2330,0,0,151,2730000,2735000,442
2020-04-06D11:18:50.460469000,2330,0,0,152,2730000,2735000,442
2020-04-06D11:18:50.623161000,2330,0,0,153,2730000,2735000,442
2020-04-06D11:18:51.917247000,2330,2735000,2,153,2730000,2735000,440
2020-04-06D11:18:52.860018000,2330,0,0,153,2730000,2735000,442
2020-04-06D11:18:53.022282000,2330,2730000,1,152,2730000,2735000,442
2020-04-06D11:18:53.030268000,2330,0,0,152,2730000,2735000,442
2020-04-06D11:18:53.501371000,2330,0,0,152,2730000,2735000,442
2020-04-06D11:18:54.510564000,2330,2730000,1,151,2730000,2735000,442
2020-04-06D11:18:55.186918000,2330,0,0,151,2730000,2735000,442
2020-04-06D11:18:55.280579000,2330,0,0,151,2730000,2735000,442
2020-04-06D11:18:55.632092000,2330,0,0,151,2730000,2735000,443
2020-04-06D11:18:56.226758000,2330,2730000,1,150,2730000,2735000,443
2020-04-06D11:18:56.272695000,2330,0,0,149,2730000,2735000,443
2020-04-06D11:18:56.372891000,2330,0,0,155,2730000,2735000,443
2020-04-06D11:18:57.523474000,2330,0,0,155,2730000,2735000,443
2020-04-06D11:18:57.810767000,2330,0,0,156,2730000,2735000,443
2020-04-06D11:18:57.905654000,2330,0,0,156,2730000,2735000,443
2020-04-06D11:18:58.098514000,2330,0,0,156,2730000,2735000,443
2020-04-06D11:18:58.434981000,2330,0,0,157,2730000,2735000,443
2020-04-06D11:18:58.598769000,2330,0,0,157,2730000,2735000,443
2020-04-06D11:19:01.578199000,2330,0,0,157,2730000,2735000,443
2020-04-06D11:19:01.952607000,2330,0,0,158,2730000,2735000,443
2020-04-06D11:19:02.604788000,2330,0,0,158,2730000,2735000,443
2020-04-06D11:19:03.236761000,2330,0,0,163,2730000,2735000,443
2020-04-06D11:19:03.300008000,2330,0,0,164,2730000,2735000,443
2020-04-06D11:19:04.744191000,2330,0,0,164,2730000,2735000,443
2020-04-06D11:19:05.324743000,2330,0,0,164,2730000,2735000,444
2020-04-06D11:19:06.077454000,2330,2730000,1,163,2730000,2735000,444
2020-04-06D11:19:07.087107000,2330,0,0,163,2730000,2735000,444
2020-04-06D11:19:07.785665000,2330,0,0,163,2730000,2735000,445
2020-04-06D11:19:07.816314000,2330,0,0,162,2730000,2735000,445
2020-04-06D11:19:08.692377000,2330,0,0,162,2730000,2735000,445
2020-04-06D11:19:09.666469000,2330,2730000,5,157,2730000,2735000,445
2020-04-06D11:19:10.345372000,2330,0,0,157,2730000,2735000,450
2020-04-06D11:19:11.151826000,2330,0,0,158,2730000,2735000,450
2020-04-06D11:19:12.342135000,2330,0,0,158,2730000,2735000,450
2020-04-06D11:19:12.439900000,2330,0,0,158,2730000,2735000,457
2020-04-06D11:19:13.137334000,2330,0,0,158,2730000,2735000,457
2020-04-06D11:19:14.304216000,2330,0,0,158,2730000,2735000,457
2020-04-06D11:19:14.606659000,2330,0,0,158,2730000,2735000,457
2020-04-06D11:19:15.315118000,2330,0,0,158,2730000,2735000,457
2020-04-06D11:19:15.379311000,2330,0,0,158,2730000,2735000,457
2020-04-06D11:19:15.448520000,2330,0,0,158,2730000,2735000,457
2020-04-06D11:19:15.458415000,2330,0,0,158,2730000,2735000,457
2020-04-06D11:19:16.446874000,2330,0,0,158,2730000,2735000,458
2020-04-06D11:19:16.810788000,2330,0,0,158,2730000,2735000,457
2020-04-06D11:19:16.851383000,2330,2730000,1,157,2730000,2735000,457
2020-04-06D11:19:17.961869000,2330,0,0,157,2730000,2735000,457
2020-04-06D11:19:18.839168000,2330,0,0,157,2730000,2735000,457
2020-04-06D11:19:19.642539000,2330,0,0,157,2730000,2735000,458
2020-04-06D11:19:20.280440000,2330,0,0,157,2730000,2735000,459
2020-04-06D11:19:21.256425000,2330,0,0,157,2730000,2735000,459
2020-04-06D11:19:21.835041000,2330,0,0,157,2730000,2735000,459
2020-04-06D11:19:22.164684000,2330,0,0,157,2730000,2735000,459
2020-04-06D11:19:22.384002000,2330,0,0,158,2730000,2735000,459
2020-04-06D11:19:23.622918000,2330,0,0,159,2730000,2735000,459
2020-04-06D11:19:24.619273000,2330,0,0,159,2730000,2735000,459
2020-04-06D11:19:24.640275000,2330,0,0,159,2730000,2735000,459
2020-04-06D11:19:25.462556000,2330,0,0,159,2730000,2735000,459
2020-04-06D11:19:27.254502000,2330,0,0,159,2730000,2735000,459
2020-04-06D11:19:27.611098000,2330,0,0,159,2730000,2735000,459
2020-04-06D11:19:29.953510000,2330,0,0,159,2730000,2735000,459
2020-04-06D11:19:32.019109000,2330,0,0,160,2730000,2735000,459
2020-04-06D11:19:33.646684000,2330,0,0,160,2730000,2735000,460
2020-04-06D11:19:33.747738000,2330,0,0,160,2730000,2735000,460
2020-04-06D11:19:34.179842000,2330,0,0,160,2730000,2735000,461
2020-04-06D11:19:34.715193000,2330,2730000,1,159,2730000,2735000,461
2020-04-06D11:19:35.494292000,2330,0,0,159,2730000,2735000,464
2020-04-06D11:19:35.625854000,2330,0,0,159,2730000,2735000,464
2020-04-06D11:19:35.798457000,2330,0,0,159,2730000,2735000,464
2020-04-06D11:19:35.818277000,2330,0,0,159,2730000,2735000,464
2020-04-06D11:19:35.942104000,2330,0,0,159,2730000,2735000,465
2020-04-06D11:19:36.641457000,2330,0,0,157,2730000,2735000,465
2020-04-06D11:19:43.307487000,2330,0,0,157,2730000,2735000,465
2020-04-06D11:19:43.679454000,2330,2730000,1,156,2730000,2735000,465
2020-04-06D11:19:43.966491000,2330,0,0,156,2730000,2735000,465
2020-04-06D11:19:45.316399000,2330,0,0,156,2730000,2735000,465
2020-04-06D11:19:45.849066000,2330,0,0,157,2730000,2735000,465
2020-04-06D11:19:45.884492000,2330,0,0,157,2730000,2735000,466
2020-04-06D11:19:46.721130000,2330,0,0,157,2730000,2735000,461
2020-04-06D11:19:46.732247000,2330,2730000,5,152,2730000,2735000,461
2020-04-06D11:19:47.774846000,2330,0,0,152,2730000,2735000,461
2020-04-06D11:19:48.693010000,2330,0,0,154,2730000,2735000,461
2020-04-06D11:19:48.822392000,2330,0,0,154,2730000,2735000,461
2020-04-06D11:19:49.015236000,2330,2735000,1,154,2730000,2735000,460
2020-04-06D11:19:49.178879000,2330,2735000,1,154,2730000,2735000,459
2020-04-06D11:19:49.225782000,2330,0,0,155,2730000,2735000,459
2020-04-06D11:19:49.276581000,2330,2730000,1,154,2730000,2735000,459
2020-04-06D11:19:50.535835000,2330,2730000,1,153,2730000,2735000,459
2020-04-06D11:19:50.995617000,2330,0,0,153,2730000,2735000,459
2020-04-06D11:19:51.288849000,2330,0,0,153,2730000,2735000,460
2020-04-06D11:19:52.617436000,2330,0,0,154,2730000,2735000,460
2020-04-06D11:19:52.705649000,2330,0,0,154,2730000,2735000,461
2020-04-06D11:19:53.810666000,2330,2735000,6,154,2730000,2735000,455
2020-04-06D11:19:54.062161000,2330,0,0,153,2730000,2735000,455
2020-04-06D11:19:54.889830000,2330,0,0,152,2730000,2735000,455
2020-04-06D11:19:54.900462000,2330,2735000,1,152,2730000,2735000,454
2020-04-06D11:19:55.026970000,2330,2730000,1,151,2730000,2735000,454
2020-04-06D11:19:55.256212000,2330,0,0,151,2730000,2735000,454
2020-04-06D11:19:55.600779000,2330,0,0,151,2730000,2735000,454
2020-04-06D11:19:56.570694000,2330,0,0,154,2730000,2735000,454
2020-04-06D11:19:56.690337000,2330,0,0,154,2730000,2735000,454
2020-04-06D11:19:56.888538000,2330,0,0,154,2730000,2735000,454
2020-04-06D11:19:57.189112000,2330,0,0,154,2730000,2735000,454
2020-04-06D11:19:57.603084000,2330,0,0,154,2730000,2735000,454
2020-04-06D11:19:57.721691000,2330,0,0,153,2730000,2735000,454
2020-04-06D11:19:57.835434000,2330,0,0,155,2730000,2735000,454
2020-04-06D11:19:58.798145000,2330,0,0,155,2730000,2735000,454
2020-04-06D11:19:58.886754000,2330,2730000,9,146,2730000,2735000,454
2020-04-06D11:19:59.161410000,2330,2735000,1,146,2730000,2735000,453
2020-04-06D11:20:00.751000000,2330,0,0,146,2730000,2735000,453
2020-04-06D11:20:01.265509000,2330,2730000,2,144,2730000,2735000,453
2020-04-06D11:20:01.334731000,2330,0,0,144,2730000,2735000,454
2020-04-06D11:20:01.335805000,2330,0,0,145,2730000,2735000,454
2020-04-06D11:20:02.067517000,2330,2730000,1,144,2730000,2735000,454
2020-04-06D11:20:03.172361000,2330,0,0,145,2730000,2735000,454
2020-04-06D11:20:05.048034000,2330,0,0,145,2730000,2735000,454
2020-04-06D11:20:05.346482000,2330,0,0,147,2730000,2735000,454
2020-04-06D11:20:05.682468000,2330,0,0,147,2730000,2735000,454
2020-04-06D11:20:06.126252000,2330,0,0,147,2730000,2735000,454
2020-04-06D11:20:07.212174000,2330,0,0,147,2730000,2735000,456
2020-04-06D11:20:07.679303000,2330,0,0,147,2730000,2735000,456
2020-04-06D11:20:07.917392000,2330,0,0,147,2730000,2735000,456
2020-04-06D11:20:08.005612000,2330,0,0,148,2730000,2735000,456
2020-04-06D11:20:08.514023000,2330,0,0,148,2730000,2735000,456
2020-04-06D11:20:08.740391000,2330,0,0,149,2730000,2735000,456
2020-04-06D11:20:08.804313000,2330,0,0,149,2730000,2735000,456
2020-04-06D11:20:08.813567000,2330,0,0,149,2730000,2735000,456
2020-04-06D11:20:09.083128000,2330,0,0,149,2730000,2735000,456
2020-04-06D11:20:10.364618000,2330,0,0,149,2730000,2735000,461
2020-04-06D11:20:10.678072000,2330,0,0,149,2730000,2735000,461
2020-04-06D11:20:12.713721000,2330,2730000,20,129,2730000,2735000,461
2020-04-06D11:20:12.785112000,2330,2730000,1,128,2730000,2735000,461
2020-04-06D11:20:12.844211000,2330,0,0,128,2730000,2735000,460
2020-04-06D11:20:13.455051000,2330,2730000,1,127,2730000,2735000,460
2020-04-06D11:20:13.544192000,2330,0,0,127,2730000,2735000,460
2020-04-06D11:20:13.940689000,2330,2730000,1,126,2730000,2735000,460
2020-04-06D11:20:14.191105000,2330,0,0,126,2730000,2735000,460
2020-04-06D11:20:15.088782000,2330,0,0,126,2730000,2735000,461
2020-04-06D11:20:15.315538000,2330,0,0,126,2730000,2735000,459
2020-04-06D11:20:15.730157000,2330,0,0,126,2730000,2735000,459
2020-04-06D11:20:16.149032000,2330,0,0,126,2730000,2735000,459
2020-04-06D11:20:16.889518000,2330,2730000,3,123,2730000,2735000,459
2020-04-06D11:20:16.944499000,2330,0,0,123,2730000,2735000,459
2020-04-06D11:20:17.042059000,2330,2730000,1,122,2730000,2735000,459
2020-04-06D11:20:17.090180000,2330,0,0,122,2730000,2735000,459
2020-04-06D11:20:17.099879000,2330,2735000,1,122,2730000,2735000,458
2020-04-06D11:20:17.887842000,2330,0,0,122,2730000,2735000,458
2020-04-06D11:20:17.888809000,2330,0,0,122,2730000,2735000,458
2020-04-06D11:20:17.890056000,2330,0,0,122,2730000,2735000,458
2020-04-06D11:20:18.074338000,2330,2730000,1,121,2730000,2735000,458
2020-04-06D11:20:18.526805000,2330,2735000,1,121,2730000,2735000,457
2020-04-06D11:20:18.666900000,2330,0,0,121,2730000,2735000,457
2020-04-06D11:20:20.092290000,2330,0,0,121,2730000,2735000,457
2020-04-06D11:20:20.395765000,2330,0,0,121,2730000,2735000,457
2020-04-06D11:20:20.933593000,2330,2735000,1,121,2730000,2735000,456
2020-04-06D11:20:21.323838000,2330,0,0,121,2730000,2735000,456
2020-04-06D11:20:21.368359000,2330,2730000,1,120,2730000,2735000,456
2020-04-06D11:20:21.545633000,2330,0,0,121,2730000,2735000,456
2020-04-06D11:20:22.169502000,2330,0,0,121,2730000,2735000,456
2020-04-06D11:20:22.228920000,2330,0,0,121,2730000,2735000,456
2020-04-06D11:20:22.550733000,2330,2730000,1,120,2730000,2735000,456
2020-04-06D11:20:23.275428000,2330,0,0,120,2730000,2735000,458
2020-04-06D11:20:24.167434000,2330,0,0,120,2730000,2735000,458
2020-04-06D11:20:24.607468000,2330,0,0,120,2730000,2735000,458
2020-04-06D11:20:25.151043000,2330,0,0,120,2730000,2735000,458
2020-04-06D11:20:25.201743000,2330,2730000,2,118,2730000,2735000,458
2020-04-06D11:20:25.202057000,2330,0,0,118,2730000,2735000,458
2020-04-06D11:20:25.202943000,2330,0,0,118,2730000,2735000,457
2020-04-06D11:20:25.204296000,2330,0,0,118,2730000,2735000,457
2020-04-06D11:20:25.329394000,2330,0,0,118,2730000,2735000,457
2020-04-06D11:20:25.329652000,2330,0,0,118,2730000,2735000,457
2020-04-06D11:20:25.330773000,2330,2730000,2,116,2730000,2735000,457
2020-04-06D11:20:25.332023000,2330,0,0,116,2730000,2735000,457
2020-04-06D11:20:25.400579000,2330,0,0,117,2730000,2735000,457
2020-04-06D11:20:26.646062000,2330,2730000,1,116,2730000,2735000,457
2020-04-06D11:20:26.742464000,2330,0,0,116,2730000,2735000,458
2020-04-06D11:20:27.004266000,2330,0,0,116,2730000,2735000,459
2020-04-06D11:20:27.550387000,2330,0,0,120,2730000,2735000,459
2020-04-06D11:20:27.785358000,2330,2730000,1,119,2730000,2735000,458
2020-04-06D11:20:27.969344000,2330,0,0,120,2730000,2735000,458
2020-04-06D11:20:28.716563000,2330,0,0,120,2730000,2735000,458
2020-04-06D11:20:30.340033000,2330,0,0,121,2730000,2735000,458
2020-04-06D11:20:30.794027000,2330,2730000,1,120,2730000,2735000,458
2020-04-06D11:20:30.884931000,2330,0,0,119,2730000,2735000,458
2020-04-06D11:20:32.698093000,2330,2730000,1,118,2730000,2735000,457
2020-04-06D11:20:32.919335000,2330,0,0,118,2730000,2735000,457
2020-04-06D11:20:35.695213000,2330,0,0,119,2730000,2735000,457
2020-04-06D11:20:37.267992000,2330,0,0,119,2730000,2735000,457
2020-04-06D11:20:37.549140000,2330,2735000,1,119,2730000,2735000,456
2020-04-06D11:20:37.657817000,2330,0,0,119,2730000,2735000,456
2020-04-06D11:20:38.297884000,2330,0,0,119,2730000,2735000,456
2020-04-06D11:20:38.468315000,2330,0,0,120,2730000,2735000,456
2020-04-06D11:20:39.317447000,2330,2730000,4,116,2730000,2735000,456
2020-04-06D11:20:39.343266000,2330,0,0,116,2730000,2735000,456
2020-04-06D11:20:39.732211000,2330,0,0,116,2730000,2735000,458
2020-04-06D11:20:40.313939000,2330,2730000,1,115,2730000,2735000,458
2020-04-06D11:20:41.070622000,2330,0,0,115,2730000,2735000,462
2020-04-06D11:20:41.655329000,2330,0,0,115,2730000,2735000,462
2020-04-06D11:20:41.881043000,2330,2730000,5,110,2730000,2735000,462
2020-04-06D11:20:42.066805000,2330,2730000,1,109,2730000,2735000,462
2020-04-06D11:20:42.125846000,2330,2730000,2,107,2730000,2735000,462
2020-04-06D11:20:42.127782000,2330,2730000,2,105,2730000,2735000,462
2020-04-06D11:20:42.144627000,2330,2730000,4,101,2730000,2735000,462
2020-04-06D11:20:42.506349000,2330,0,0,111,2730000,2735000,462
2020-04-06D11:20:42.890226000,2330,0,0,111,2730000,2735000,468
2020-04-06D11:20:43.510168000,2330,0,0,117,2730000,2735000,468
2020-04-06D11:20:44.061931000,2330,0,0,117,2730000,2735000,468
2020-04-06D11:20:44.816546000,2330,0,0,117,2730000,2735000,468
2020-04-06D11:20:45.575139000,2330,0,0,116,2730000,2735000,468
2020-04-06D11:20:46.792508000,2330,0,0,116,2730000,2735000,468
2020-04-06D11:20:47.316759000,2330,2735000,1,116,2730000,2735000,467
2020-04-06D11:20:47.384959000,2330,0,0,116,2730000,2735000,467
2020-04-06D11:20:47.617026000,2330,0,0,116,2730000,2735000,469
2020-04-06D11:20:47.816274000,2330,0,0,116,2730000,2735000,470
2020-04-06D11:20:47.853012000,2330,0,0,116,2730000,2735000,471
2020-04-06D11:20:48.357735000,2330,0,0,116,2730000,2735000,471
2020-04-06D11:20:49.862548000,2330,0,0,116,2730000,2735000,474
2020-04-06D11:20:50.852699000,2330,0,0,116,2730000,2735000,474
2020-04-06D11:20:51.058947000,2330,0,0,117,2730000,2735000,474
2020-04-06D11:20:51.763550000,2330,0,0,117,2730000,2735000,469
2020-04-06D11:20:51.774074000,2330,2730000,5,112,2730000,2735000,469
2020-04-06D11:20:51.984219000,2330,0,0,112,2730000,2735000,468
2020-04-06D11:20:51.994737000,2330,2730000,1,111,2730000,2735000,468
2020-04-06D11:20:52.847637000,2330,0,0,111,2730000,2735000,468
2020-04-06D11:20:53.403750000,2330,2735000,1,111,2730000,2735000,467
2020-04-06D11:20:53.821977000,2330,0,0,111,2730000,2735000,467
2020-04-06D11:20:54.256301000,2330,0,0,111,2730000,2735000,470
2020-04-06D11:20:54.261518000,2330,0,0,111,2730000,2735000,473
2020-04-06D11:20:54.594711000,2330,0,0,112,2730000,2735000,473
2020-04-06D11:20:54.626974000,2330,0,0,112,2730000,2735000,473
2020-04-06D11:20:55.037578000,2330,0,0,112,2730000,2735000,473
2020-04-06D11:20:55.902587000,2330,0,0,112,2730000,2735000,473
2020-04-06D11:20:56.334690000,2330,0,0,112,2730000,2735000,473
2020-04-06D11:20:56.639486000,2330,0,0,112,2730000,2735000,473
2020-04-06D11:20:58.280859000,2330,0,0,111,2730000,2735000,473
2020-04-06D11:20:58.377833000,2330,0,0,111,2730000,2735000,473
2020-04-06D11:20:58.481175000,2330,0,0,111,2730000,2735000,477
2020-04-06D11:20:59.326724000,2330,0,0,111,2730000,2735000,477
2020-04-06D11:21:00.384555000,2330,0,0,111,2730000,2735000,480
2020-04-06D11:21:01.278175000,2330,0,0,111,2730000,2735000,480
2020-04-06D11:21:02.177489000,2330,2730000,2,109,2730000,2735000,480
2020-04-06D11:21:02.568584000,2330,0,0,109,2730000,2735000,480
2020-04-06D11:21:02.909714000,2330,0,0,109,2730000,2735000,480
2020-04-06D11:21:04.416580000,2330,0,0,109,2730000,2735000,480
2020-04-06D11:21:05.048998000,2330,2735000,5,109,2730000,2735000,475
2020-04-06D11:21:05.231223000,2330,2735000,1,109,2730000,2735000,474
2020-04-06D11:21:05.382852000,2330,0,0,109,2730000,2735000,474
2020-04-06D11:21:05.506345000,2330,0,0,103,2730000,2735000,474
2020-04-06D11:21:05.566987000,2330,0,0,103,2730000,2735000,480
2020-04-06D11:21:05.601018000,2330,0,0,103,2730000,2735000,481
2020-04-06D11:21:06.482340000,2330,0,0,103,2730000,2735000,486
2020-04-06D11:21:06.759686000,2330,2735000,1,103,2730000,2735000,485
2020-04-06D11:21:06.909496000,2330,0,0,103,2730000,2735000,485
2020-04-06D11:21:06.918597000,2330,0,0,103,2730000,2735000,485
2020-04-06D11:21:06.931411000,2330,0,0,103,2730000,2735000,485
2020-04-06D11:21:08.538742000,2330,0,0,93,2730000,2735000,485
2020-04-06D11:21:08.542108000,2330,0,0,87,2730000,2735000,485
2020-04-06D11:21:08.543379000,2330,0,0,81,2730000,2735000,485
2020-04-06D11:21:08.544188000,2330,0,0,75,2730000,2735000,485
2020-04-06D11:21:08.546300000,2330,0,0,69,2730000,2735000,485
2020-04-06D11:21:09.173363000,2330,0,0,69,2730000,2735000,485
2020-04-06D11:21:09.245092000,2330,0,0,69,2730000,2735000,492
2020-04-06D11:21:09.571394000,2330,0,0,69,2730000,2735000,492
2020-04-06D11:21:09.731074000,2330,0,0,69,2730000,2735000,492
2020-04-06D11:21:10.092230000,2330,0,0,69,2730000,2735000,492
2020-04-06D11:21:11.280603000,2330,0,0,69,2730000,2735000,497
2020-04-06D11:21:11.718796000,2330,0,0,72,2730000,2735000,497
